legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1663,half-round-moulding-hal005,HAL-005,"1/2"" Half Round 005",This tiny decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,1/4 X 1/2,0.25,0.5,wood,,"1/2"" Half Round 005",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-005-3d.jpg,59,published,half-round-moulding-hal005
1664,half-round-moulding-hal100,HAL-100,"1"" Half Round 100",This decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,"1/2 X 1""",0.5,1.0,wood,,"1"" Half Round 100",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-100-3D-half-round-moulding.jpg,48,published,half-round-moulding-hal100
1665,half-round-moulding-hal101,HAL-101,"1-1/4"" Half Round 101",This decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,5/8 X 1-1/4,0.625,1.25,wood,,"1-1/4"" Half Round 101",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-101-3D.jpg,23,published,half-round-moulding-hal101
1666,half-round-moulding-hal102,HAL-102,"1-5/8"" Half Round 102",This decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,13/16 X 1-5/8,0.8125,1.625,wood,,"1-5/8"" Half Round 102",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-102-3D.jpg,24,published,half-round-moulding-hal102
1667,half-round-moulding-hal200,HAL-200,"2"" Half Round 200",This decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,"1"" X 2""",1.0,2.0,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-200-3D.jpg,33,published,
1668,half-round-moulding-hal300,HAL-300,"3"" Half Round 300",This large decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,"1-1/2 X 3""",1.5,3.0,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-300-3d.jpg,29,published,
1669,plain-handrail-han-200,HAN-200,"plain hand rail 200 2-1/2""","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-1/4 X 2-1/2,1.25,2.5,wood,,"plain hand rail 200 2-1/2""",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-200-3D.jpg,231,published,plain-handrail-han-200
1670,decorative-handrail-han205f,HAN-205F,"2-1/2"" Hand Railing 205F","This decorative handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-3/4 X 2-1/2,1.75,2.5,wood,,"2-1/2"" Hand Railing 205F",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-205-3D.jpg,123,published,decorative-handrail-han205f
1671,handrail-han206,HAN-206,"2-5/8"" Hand Railing 206","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-5/16 X 2-5/8,1.3125,2.625,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-206-3D.jpg,113,published,
1672,handrail-han209,HAN-209,"2-1/2"" Hand Railing 209","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-5/16 X 2-1/2,1.3125,2.5,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-209-3D.jpg,95,published,
1673,plain-handrail-han248,HAN-248,"2-3/4"" Hand Railing 248","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-3/4 X 2-3/4,1.75,2.75,wood,,"2-3/4"" Hand Railing 248",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-248-3D-plain-handrail.jpg,164,published,plain-handrail-han248
1674,handrail-han289f,HAN-289F,"2-3/4"" Hand Railing 289F","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-3/4 X 2-3/4,1.75,2.75,wood,,"2-3/4"" Hand Railing 289F",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-289-3D.jpg,153,published,handrail-han289f
1675,handrail-han297f,HAN-297F,"2-3/4"" Hand Railing 297F","This plain and simple handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-3/4 X 2-3/4,1.75,2.75,wood,,"2-3/4"" Hand Railing 297F",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-297-3d.jpg,82,published,handrail-han297f
1676,handrail-han301f,HAN-301F,"3"" Hand Railing 301F","This decorative handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,"2-1/4 X 3""",2.25,3.0,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-301F-3d.jpg,125,published,
1677,decorative-handrail-han305f,HAN-305F,"3"" Hand Railing 305F","This decorative handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,"1-3/4 X 3""",1.75,3.0,wood,,"3"" Hand Railing 305F",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-305F-3d-decorative-handrail.jpg,134,published,decorative-handrail-han305f
1678,handrail-han336,HAN-336,"3-1/2"" Hand Railing 336","This solid interior or exterior pine decorative handrail can be attached directly to a wall, or can be mounted to spindles, or balusters and join into a newel post at the top and bottom.",trim-mouldings,Railings,1-5/8 X 3-1/2,1.625,3.5,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAN-336-3D-exterior-handrail.jpg,171,published,
1679,door-jamb-jam402,JAM-402,"4-5/8"" Door Jamb 402",This jamb is eased and beveled. See our dimensional lumber section for more sizes of dressed lumber that can be used as jamb. Door Jamb is the square wood frame around the three sides of the door or four sides of a window. The casing gets attached to the sides of the jamb. The jamb will come in various standard widths to accommodate the 2×4 or 2×6 walls plus the thickness of the drywall on each side of the wall. The door stop gets attached to the face of the jamb to prevent the door from swinging to far past the opening.,trim-mouldings,Door Jamb,4/5 x 4-5/8,0.8,4.625,wood,,"4-5/8"" Poplar Door Jamb",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/JAM-402-3D.jpg,303,published,woos-door-jamb-jam-2x4-wall
1680,door-jamb-jam600,JAM-600,"6-5/8"" Door Jamb 600",This jamb is eased and bevelled. See our dimensional lumber section for more sizes of dressed lumber that can be used as jamb. Door Jamb is the square wood frame around the three sides of the door or four sides of a window. The casing gets attached to the sides of the jamb. The jamb will come in various standard widths to accommodate the 2×4 or 2×6 walls plus the thickness of the drywall on each side of the wall. The door stop gets attached to the face of the jamb to prevent the door from swinging through the wrong way.,trim-mouldings,Door Jamb,3/4 x 6-5/6,0.75,6.8333,wood,,"6-5/8"" Door Jamb 600",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/JAM-600-3D.jpg,257,published,door-jamb-jam600
1681,nosing-nos305,NOS-305,"3-1/2"" Floor & stair nosing 305",A nosing is often used at the top step and landing of stair wells. It is the part that projects past the vertical riser. Nosings often have a groove cut in the back of them where hardwood flooring can tongue into it at the top of the step or staircase.,trim-mouldings,Stair Nosing,1-1/16 x 3-1/2,1.0625,3.5,wood,,"3-1/2"" Floor & stair nosing 305",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/NOS-305-3D-stair-nosing.jpg,158,published,nosing-nos305
1682,nosing-nos400,NOS-400,"4-1/4"" Floor & stair nosing 400",A nosing is often used at the top step and landing of stair wells. It is the part that projects past the vertical riser. Nosings often have a groove cut in the back of them where hardwood flooring can tongue into it at the top of the step or staircase.,trim-mouldings,Stair Nosing,1-1/16 x 4-1/4,1.0625,4.25,wood,,"4-1/4"" Floor & stair nosing 400",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/NOS-400-3D.jpg,124,published,nosing-nos400
1683,nosing-nos401,NOS-401,"4-1/4"" Floor & stair nosing 401",A nosing is often used at the top step and landing of stair wells. It is the part that projects past the vertical riser. Nosings often have a groove cut in the back of them where hardwood flooring can tongue into it at the top of the step or staircase.,trim-mouldings,Stair Nosing,1-1/16 x 4-1/4,1.0625,4.25,wood,,"4-1/4"" Floor & stair nosing 401",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/NOS-401-3D.jpg,101,published,nosing-nos401
1684,nosing-nos602,NOS-602,"6-1/4"" Floor & stair nosing 602",A nosing is often used at the top step and landing of stair wells. It is the part that projects past the vertical riser. Nosings often have a groove cut in the back of them where hardwood flooring can tongue into it at the top of the step or staircase.,trim-mouldings,Stair Nosing,1-1/16 x 6-1/4,1.0625,6.25,wood,,"6-1/4"" Floor & stair nosing 602",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/nos-602-3d.jpg,123,published,nosing-nos602
1685,outside-corner-mould-out001,OUT-001,"3/4"" Outside Corner 001",An outside corner mould is used to protect an outside corner as an outside corner guard. It is also used hide rough or jagged edges on an outside wall corner.,trim-mouldings,Outside Corner,3/4 x 3/4,0.75,0.75,wood,,"3/4"" Outside Corner 001",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/OUT-001-3d.jpg,108,published,outside-corner-mould-out001
1686,outside-corner-mould-out007,OUT-007,"1"" Outside Corner 007",An outside corner mould is used to protect an outside corner as an outside corner guard. It is also used hide rough or jagged edges on an outside wall corner.,trim-mouldings,Outside Corner,"1"" x 1""",1.0,1.0,wood,,"1"" Outside Corner 007",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/OUT-007-3D.jpg,115,published,outside-corner-mould-out007
1687,outside-corner-mould-out008,OUT-008,"1"" Outside Corner 008",An outside corner mould is used to protect an outside corner as an outside corner guard. It is also used hide rough or jagged edges on an outside wall corner. This outside corner has a decorative profile.,trim-mouldings,Outside Corner,"1"" x 1""",1.0,1.0,wood,,"1"" Outside Corner 008",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/OUT-008-3D-decorative-outside-corner-mould.jpg,96,published,outside-corner-mould-out008
1688,outside-corner-mould-out105,OUT-105,"1-1/4"" Outside Corner 105",An outside corner mould is used to protect an outside corner as an outside corner guard. It is also used hide rough or jagged edges on an outside wall corner.,trim-mouldings,Outside Corner,1-1/4 x 1-1/4,1.25,1.25,wood,,"1-1/4"" Outside Corner 105",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/OUT-105-3d-outside-corner-mould.jpg,103,published,outside-corner-mould-out105
1689,outside-corner-mould-out116,OUT-116,"1-1/2"" Outside Corner 116",An outside corner mould is used to protect an outside corner as an outside corner guard. It is also used hide rough or jagged edges on an outside wall corner.,trim-mouldings,Outside Corner,1-1/2 x 1-1/2,1.5,1.5,wood,,"1-1/2"" Outside Corner 116",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/OUT-116-3d.jpg,239,published,outside-corner-mould-out116
1690,offset-panel-mould-pan001,PAN-001,"7/8"" Panel Mould 001","Panel mould is a decorative trim applied to the wall to add a visual relief to the wall. The panel mould is sometimes accompanied by a chair rail. Panel moulding can be used on the full face of the walls, or partially up the wall. On applied panel moulding, the 4 pieces are mitred together to form rectangles and are applied to the surface of the wall. In sunken panel applications it will have a rabetted edge to accommodate the style and rails of the panels. The style and rails are the vertical and horizontal pieces that for the wall paneling. In sunken panel designs, the panel mould is often referred to as a bolection mould.",trim-mouldings,Panel Moulding,1/2 x 7/8,0.5,0.875,wood,,"7/8"" Panel Mould 001",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/PAN-001-3D.jpg,187,published,offset-panel-mould-pan001
1691,offset-panel-mould-pan101,PAN-101,"1/2"" Offset Panel Mould 101 Poplar","Poplar 1/2"" Offset Panel 101 mould is a decorative trim applied to the wall or any surface where a 1/2"" offset is needed. This decorative trim adds a visual relief to the surface transition. The panel mould is sometimes accompanied by a chair rail. Panel moulding can be used on the full face of the walls, or partially up the wall. On applied panel moulding, the 4 pieces are mitred together to form rectangles and are applied to the surface of the wall. In sunken panel applications it will have a rabetted edge to accommodate the style and rails of the panels. The style and rails are the vertical and horizontal pieces that for the wall paneling. In sunken panel designs, the panel mould is often referred to as a bolection mould.",trim-mouldings,Panel Moulding,13/16 x 1-3/8,0.8125,1.375,wood,,"1-3/8"" Panel Mould 101",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/PAN-101-3D-offset-panel-mould.jpg,192,published,offset-panel-mould-pan101
